destination_id,old_destination_id,old_destination_id,destination_name,district,province,region,category,travel_type,activities,best_season,estimated_budget_npr,average_duration_days,difficulty_level,family_friendly,latitude,longitude,average_rating,review_count,popularity_score,description
1138,1138,D491,Mallarani Forest Eco-Camp,Pyuthan,Lumbini,Western,Trekking,Trekking,"Trekking, Camping, Mountain photography, Village homestay",Sep-May,15430,6,Difficult,No,28.0908,82.815,3.9,136,44.0,"Mallarani Forest Eco-Camp is a notable trekking destination in Pyuthan district, part of Nepal's Lumbini Province. Mountain eco-camping zone in the Mallarani area of Pyuthan providing structured camping experiences in high-altitude forest clearings, guided nature walks to viewpoints and revered sites, and overnight experiences under clear mountain skies that showcase the remarkable natural beauty of this undervisited district. It is best visited during Sep-May and offers a difficult experience well suited to experienced or adventurous travelers."
1139,1139,D492,Darimchaur Valley Area,Pyuthan,Lumbini,Western,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience",Sep-May,2781,1,Easy,Yes,28.2758,83.08,4.1,217,29.0,"Darimchaur Valley Area is a notable cultural destination in Pyuthan district, part of Nepal's Lumbini Province. Fertile agricultural valley area in Pyuthan where traditional hill farming communities cultivate the valley floor and surrounding terraces, maintaining a lifestyle in close integration with the seasonal rhythms of their mountain environment and the deep social traditions of community cooperation in hill agriculture. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1140,1140,D493,Resunga Hill (Gulmi),Gulmi,Lumbini,Western,Religious,Pilgrimage,"Temple visits, Prayer and meditation, Pilgrimage rituals, Photography",Sep-May,3228,1,Easy,Yes,28.095,83.238,4.9,3034,93.0,"Resunga Hill (Gulmi) is a notable religious destination in Gulmi district, part of Nepal's Lumbini Province. Massive high-altitude forested hill in Gulmi showcasing an age-old ashram of the Gorakshanath yogi tradition, several revered natural ponds, a modern view tower providing panoramic Himalayan views, and dense forests that create an atmosphere of profound natural sanctity rare in the mid-hills of western Nepal. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1141,1141,D494,Gulmi Coffee Zone,Gulmi,Lumbini,Western,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience",Sep-May,2559,1,Easy,Yes,28.1233,83.0267,4.1,238,48.0,"Gulmi Coffee Zone is a notable cultural destination in Gulmi district, part of Nepal's Lumbini Province. Nepal's premier organic coffee producing zone centered in Gulmi, where farmers at elevations between 1,000 and 2,000 meters grow high-quality Arabica coffee beans under shade trees on their terraced hillsides, producing what has become internationally recognized as some of the finest specialty coffee in South. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1142,1142,D495,Tamghas Hill Capital (Gulmi),Gulmi,Lumbini,Western,Hill Station,Nature Retreat,"Sunrise viewing, Hiking, Photography, Camping",Sep-May,4154,1,Moderate,Yes,28.0833,83.2667,4.1,18,29.0,"Tamghas Hill Capital (Gulmi) is a notable hill station destination in Gulmi district, part of Nepal's Lumbini Province. Administrative and commercial capital of Gulmi district nestled dramatically between twin hills, its bazaar streets climbing and winding around the ridges in a distinctive spatial arrangement that reflects the ingenuity of hill town planning adapted to the steep terrain of the western Nepal mid-hills. It is best visited during Sep-May and offers a moderate experience well suited to families and casual travelers."
1143,1143,D496,Vichitra Cave (Gulmi),Gulmi,Lumbini,Western,Cave,Adventure,"Cave exploration, Photography, Adventure trekking",Sep-May,2339,1,Moderate,Yes,28.05,83.1667,4.1,54,24.0,"Vichitra Cave (Gulmi) is a notable cave destination in Gulmi district, part of Nepal's Lumbini Province. Unique and impressive limestone cave formation in Gulmi's Dhurkot area showcasing multiple underground chambers, stalactite and stalagmite formations, and narrow passages that make cave exploration an exciting adventure activity in this district, whose underground geological heritage is being developed for responsible tourism. It is best visited during Sep-May and offers a moderate experience well suited to families and casual travelers."
1144,1144,D497,Gulmi Durbar (Kingdom Ruins),Gulmi,Lumbini,Western,Heritage,Heritage Tour,"Historical sightseeing, Museum visits, Photography, Guided heritage walks",Sep-May,3123,1,Easy,Yes,28.1783,83.3217,4.4,842,65.0,"Gulmi Durbar (Kingdom Ruins) is a notable heritage destination in Gulmi district, part of Nepal's Lumbini Province. Historical ruins of the Gulmi Kingdom palace complex, a principality that formed part of the 22 Chaubisi states of age-old Nepal before unification under Prithvi Narayan Shah, providing visitors a tangible connection to the complex medieval political landscape that the great king had to navigate. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1145,1145,D498,Charpala Durbar (Gulmi),Gulmi,Lumbini,Western,Heritage,Heritage Tour,"Historical sightseeing, Museum visits, Photography, Guided heritage walks",Sep-May,2828,1,Easy,Yes,27.8633,83.0867,4.4,972,82.0,"Charpala Durbar (Gulmi) is a notable heritage destination in Gulmi district, part of Nepal's Lumbini Province. Age-old fort site in Gulmi providing commanding defensive viewpoints over the surrounding valleys, representing the military architecture of the age-old Gulmi principality whose rulers controlled this strategic mountain territory before Nepal's unification. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1146,1146,D499,Ridi Bazar (Gulmi Side),Gulmi,Lumbini,Western,Religious,Pilgrimage,"Temple visits, Prayer and meditation, Pilgrimage rituals, Photography",Sep-May,3385,1,Easy,Yes,27.9167,83.4333,4.7,4594,95.0,"Ridi Bazar (Gulmi Side) is a notable religious destination in Gulmi district, part of Nepal's Lumbini Province. Gulmi side of the revered Ridi pilgrimage site where the Kaligandaki River yields the revered Shaligram ammonite fossils, showcasing age-old temples, traditional market stalls, and the atmosphere of a living pilgrimage town that has drawn devotees and traders along this revered riverbank for centuries. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1147,1147,D500,Wamitaksar Commercial Area,Gulmi,Lumbini,Western,Urban,Urban Exploration,"Shopping, Local cuisine tasting, Sightseeing, Cultural exploration",Sep-May,4216,2,Easy,Yes,28.2333,83.1167,3.8,32,35.0,"Wamitaksar Commercial Area is a notable urban destination in Gulmi district, part of Nepal's Lumbini Province. Prosperous commercial town in northern Gulmi serving as the economic hub for the northern reaches of the district, its markets supporting agricultural trade from the surrounding hill villages and functioning as the main service center for communities in the upper valleys of this coffee and. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1148,1148,D501,Gulmi-Arghakhanchi Trek Route,Gulmi,Lumbini,Western,Trekking,Trekking,"Trekking, Camping, Mountain photography, Village homestay",Sep-May,21454,5,Difficult,No,27.9183,83.3817,4.0,126,26.0,"Gulmi-Arghakhanchi Trek Route is a notable trekking destination in Gulmi district, part of Nepal's Lumbini Province. Developing trekking route connecting the major cultural sites of Gulmi and Arghakhanchi districts through the mountain terrain of the western Nepal mid-hills, providing trekkers an immersive experience of Nepal's hill culture, traditional village architecture, terrace agriculture, and remarkable Himalayan panoramas. It is best visited during Sep-May and offers a difficult experience well suited to experienced or adventurous travelers."
1149,1149,D502,Badigad River Valley (Gulmi),Gulmi,Lumbini,Western,Nature,Nature Retreat,"Nature walks, Bird watching, Photography, Picnicking",Sep-May,1611,1,Easy,Yes,28.1033,83.1467,4.3,913,83.0,"Badigad River Valley (Gulmi) is a notable nature destination in Gulmi district, part of Nepal's Lumbini Province. Badigad River valley in Gulmi, a clear mountain river flowing through steep forested gorges and agricultural terraces, forming the geographical spine of the district and providing the water resources that sustain both the traditional farming economies and the increasingly important coffee cultivation of this region. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1150,1150,D503,Gulmi Organic Farm Tourism,Gulmi,Lumbini,Western,Cultural,Cultural Tour,"Village walks, Cultural performances, Local cuisine tasting, Homestay experience",Sep-May,1318,1,Easy,Yes,28.2883,83.4117,3.8,218,23.0,"Gulmi Organic Farm Tourism is a notable cultural destination in Gulmi district, part of Nepal's Lumbini Province. Developing agro-tourism sector in Gulmi centered around its award-winning organic coffee farms where visitors can participate in the complete coffee production process from cherry picking through processing to cupping, learning about the science and craft of specialty coffee production in a dramatic mountain setting. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
1151,1151,D504,Kaligandaki River Corridor (Gulmi),Gulmi,Lumbini,Western,Nature,Nature Retreat,"Nature walks, Bird watching, Photography, Picnicking",Sep-May,2401,1,Easy,Yes,27.9733,83.1767,4.2,1182,59.0,"Kaligandaki River Corridor (Gulmi) is a notable nature destination in Gulmi district, part of Nepal's Lumbini Province. Kaligandaki River flowing through the eastern boundary of Gulmi, the same revered river that descends from the highest gorge in the world between Annapurna and Dhaulagiri, carrying with it the revered Shaligram stones and the spiritual heritage of millions of Hindu pilgrims who have walked. It is best visited during Sep-May and offers an easy experience well suited to families and casual travelers."
